date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2016-05-03,Vegetables,-,4369,(picul),-,Vegetable Marketing Organization
2016-05-03,Vegetables,-,11468,(picul),-,Government Wholesale Markets
2016-05-03,Eggs,-,574e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-04,Livestock / Poultry,Live pig,4081,(head),Mainland,Food and Environmental Hygiene Department
2016-05-04,Livestock / Poultry,Live pig,255,(head),Local,Food and Environmental Hygiene Department
2016-05-04,Livestock / Poultry,Live cattle,35,(head),Mainland,Food and Environmental Hygiene Department
2016-05-04,Livestock / Poultry,Live chicken,12890,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-04,Marine fish,-,2082,(picul),-,Fish Marketing Organization
2016-05-04,Freshwater fish,-,2972,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-04,Vegetables,-,4312,(picul),-,Vegetable Marketing Organization
2016-05-04,Vegetables,-,10676,(picul),-,Government Wholesale Markets
2016-05-04,Eggs,-,491e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-05,Livestock / Poultry,Live pig,3716,(head),Mainland,Food and Environmental Hygiene Department
2016-05-05,Livestock / Poultry,Live pig,273,(head),Local,Food and Environmental Hygiene Department
2016-05-05,Livestock / Poultry,Live cattle,37,(head),Mainland,Food and Environmental Hygiene Department
2016-05-05,Livestock / Poultry,Live chicken,9328,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-05,Marine fish,-,1902,(picul),-,Fish Marketing Organization
2016-05-05,Freshwater fish,-,3324,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-05,Vegetables,-,4632,(picul),-,Vegetable Marketing Organization
2016-05-05,Vegetables,-,10758,(picul),-,Government Wholesale Markets
2016-05-05,Eggs,-,426e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-06,Livestock / Poultry,Live pig,4183,(head),Mainland,Food and Environmental Hygiene Department
2016-05-06,Livestock / Poultry,Live pig,300,(head),Local,Food and Environmental Hygiene Department
2016-05-06,Livestock / Poultry,Live cattle,64,(head),Mainland,Food and Environmental Hygiene Department
2016-05-06,Livestock / Poultry,Live chicken,12424,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-06,Marine fish,-,1889,(picul),-,Fish Marketing Organization
2016-05-06,Freshwater fish,-,2978,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-06,Vegetables,-,4742,(picul),-,Vegetable Marketing Organization
2016-05-06,Vegetables,-,11550,(picul),-,Government Wholesale Markets
2016-05-06,Eggs,-,559e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-07,Livestock / Poultry,Live pig,3767,(head),Mainland,Food and Environmental Hygiene Department
2016-05-07,Livestock / Poultry,Live pig,260,(head),Local,Food and Environmental Hygiene Department
2016-05-07,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2016-05-07,Livestock / Poultry,Live chicken,14085,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-07,Marine fish,-,1299,(picul),-,Fish Marketing Organization
2016-05-07,Freshwater fish,-,2264,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-07,Vegetables,-,4534,(picul),-,Vegetable Marketing Organization
2016-05-07,Vegetables,-,10115,(picul),-,Government Wholesale Markets
2016-05-07,Eggs,-,408e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-08,Livestock / Poultry,Live pig,4321,(head),Mainland,Food and Environmental Hygiene Department
2016-05-08,Livestock / Poultry,Live pig,356,(head),Local,Food and Environmental Hygiene Department
2016-05-08,Livestock / Poultry,Live cattle,41,(head),Mainland,Food and Environmental Hygiene Department
2016-05-08,Livestock / Poultry,Live chicken,13350,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-08,Marine fish,-,1794,(picul),-,Fish Marketing Organization
2016-05-08,Freshwater fish,-,2713,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-08,Vegetables,-,4128,(picul),-,Vegetable Marketing Organization
2016-05-08,Vegetables,-,7590,(picul),-,Government Wholesale Markets
2016-05-08,Eggs,-,12e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-09,Livestock / Poultry,Live pig,3600,(head),Mainland,Food and Environmental Hygiene Department
2016-05-09,Livestock / Poultry,Live pig,278,(head),Local,Food and Environmental Hygiene Department
2016-05-09,Livestock / Poultry,Live cattle,45,(head),Mainland,Food and Environmental Hygiene Department
2016-05-09,Livestock / Poultry,Live chicken,13105,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-09,Marine fish,-,2092,(picul),-,Fish Marketing Organization
2016-05-09,Freshwater fish,-,2748,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-09,Vegetables,-,5148,(picul),-,Vegetable Marketing Organization
2016-05-09,Vegetables,-,11352,(picul),-,Government Wholesale Markets
2016-05-09,Eggs,-,518e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-10,Livestock / Poultry,Live pig,3512,(head),Mainland,Food and Environmental Hygiene Department
2016-05-10,Livestock / Poultry,Live pig,235,(head),Local,Food and Environmental Hygiene Department
2016-05-10,Livestock / Poultry,Live cattle,46,(head),Mainland,Food and Environmental Hygiene Department
2016-05-10,Livestock / Poultry,Live chicken,11580,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-10,Marine fish,-,1724,(picul),-,Fish Marketing Organization
2016-05-10,Freshwater fish,-,2745,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-10,Vegetables,-,4752,(picul),-,Vegetable Marketing Organization
2016-05-10,Vegetables,-,11814,(picul),-,Government Wholesale Markets
2016-05-10,Eggs,-,6e6,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-11,Livestock / Poultry,Live pig,4224,(head),Mainland,Food and Environmental Hygiene Department
2016-05-11,Livestock / Poultry,Live pig,239,(head),Local,Food and Environmental Hygiene Department
2016-05-11,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2016-05-11,Livestock / Poultry,Live chicken,9730,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-11,Marine fish,-,1874,(picul),-,Fish Marketing Organization
2016-05-11,Freshwater fish,-,2677,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-11,Vegetables,-,5088,(picul),-,Vegetable Marketing Organization
2016-05-11,Vegetables,-,11121,(picul),-,Government Wholesale Markets
2016-05-11,Eggs,-,278e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-12,Livestock / Poultry,Live pig,3844,(head),Mainland,Food and Environmental Hygiene Department
2016-05-12,Livestock / Poultry,Live pig,264,(head),Local,Food and Environmental Hygiene Department
2016-05-12,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2016-05-12,Livestock / Poultry,Live chicken,10926,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-12,Marine fish,-,1714,(picul),-,Fish Marketing Organization
2016-05-12,Freshwater fish,-,2797,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-12,Vegetables,-,5259,(picul),-,Vegetable Marketing Organization
2016-05-12,Vegetables,-,12029,(picul),-,Government Wholesale Markets
2016-05-12,Eggs,-,472e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-13,Livestock / Poultry,Live pig,3749,(head),Mainland,Food and Environmental Hygiene Department
2016-05-13,Livestock / Poultry,Live pig,272,(head),Local,Food and Environmental Hygiene Department
2016-05-13,Livestock / Poultry,Live cattle,43,(head),Mainland,Food and Environmental Hygiene Department
2016-05-13,Livestock / Poultry,Live chicken,13170,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-13,Freshwater fish,-,2738,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-13,Vegetables,-,4820,(picul),-,Vegetable Marketing Organization
2016-05-13,Vegetables,-,12771,(picul),-,Government Wholesale Markets
2016-05-13,Eggs,-,43e5,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-14,Livestock / Poultry,Live pig,3608,(head),Mainland,Food and Environmental Hygiene Department
2016-05-14,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-05-14,Livestock / Poultry,Live cattle,49,(head),Mainland,Food and Environmental Hygiene Department
2016-05-14,Livestock / Poultry,Live chicken,12100,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-14,Marine fish,-,2781,(picul),-,Fish Marketing Organization
2016-05-14,Freshwater fish,-,2739,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-14,Vegetables,-,4927,(picul),-,Vegetable Marketing Organization
2016-05-14,Vegetables,-,10593,(picul),-,Government Wholesale Markets
2016-05-14,Eggs,-,192e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-15,Livestock / Poultry,Live pig,3704,(head),Mainland,Food and Environmental Hygiene Department
2016-05-15,Livestock / Poultry,Live pig,304,(head),Local,Food and Environmental Hygiene Department
2016-05-15,Livestock / Poultry,Live cattle,51,(head),Mainland,Food and Environmental Hygiene Department
2016-05-15,Livestock / Poultry,Live chicken,10988,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-15,Marine fish,-,1724,(picul),-,Fish Marketing Organization
2016-05-15,Freshwater fish,-,2677,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-15,Vegetables,-,4825,(picul),-,Vegetable Marketing Organization
2016-05-15,Vegetables,-,8663,(picul),-,Government Wholesale Markets
2016-05-16,Livestock / Poultry,Live pig,3891,(head),Mainland,Food and Environmental Hygiene Department
2016-05-16,Livestock / Poultry,Live pig,302,(head),Local,Food and Environmental Hygiene Department
2016-05-16,Livestock / Poultry,Live cattle,38,(head),Mainland,Food and Environmental Hygiene Department
2016-05-16,Livestock / Poultry,Live chicken,9223,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-16,Marine fish,-,1873,(picul),-,Fish Marketing Organization
2016-05-16,Freshwater fish,-,3447,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-16,Vegetables,-,5544,(picul),-,Vegetable Marketing Organization
2016-05-16,Vegetables,-,12639,(picul),-,Government Wholesale Markets
2016-05-16,Eggs,-,428e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-17,Livestock / Poultry,Live pig,4414,(head),Mainland,Food and Environmental Hygiene Department
2016-05-17,Livestock / Poultry,Live pig,255,(head),Local,Food and Environmental Hygiene Department
2016-05-17,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2016-05-17,Livestock / Poultry,Live chicken,12100,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-17,Marine fish,-,1510,(picul),-,Fish Marketing Organization
2016-05-17,Freshwater fish,-,2970,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-17,Vegetables,-,5299,(picul),-,Vegetable Marketing Organization
2016-05-17,Vegetables,-,13283,(picul),-,Government Wholesale Markets
2016-05-17,Eggs,-,538e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-18,Livestock / Poultry,Live pig,4275,(head),Mainland,Food and Environmental Hygiene Department
2016-05-18,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-05-18,Livestock / Poultry,Live cattle,43,(head),Mainland,Food and Environmental Hygiene Department
2016-05-18,Livestock / Poultry,Live chicken,10514,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-18,Marine fish,-,1523,(picul),-,Fish Marketing Organization
2016-05-18,Freshwater fish,-,2713,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-18,Vegetables,-,4898,(picul),-,Vegetable Marketing Organization
2016-05-18,Vegetables,-,11352,(picul),-,Government Wholesale Markets
2016-05-18,Eggs,-,321e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-19,Livestock / Poultry,Live pig,4163,(head),Mainland,Food and Environmental Hygiene Department
2016-05-19,Livestock / Poultry,Live pig,231,(head),Local,Food and Environmental Hygiene Department
2016-05-19,Livestock / Poultry,Live cattle,68,(head),Mainland,Food and Environmental Hygiene Department
2016-05-19,Livestock / Poultry,Live chicken,13028,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-19,Marine fish,-,1610,(picul),-,Fish Marketing Organization
2016-05-19,Freshwater fish,-,3041,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-19,Vegetables,-,4739,(picul),-,Vegetable Marketing Organization
2016-05-19,Vegetables,-,12045,(picul),-,Government Wholesale Markets
2016-05-19,Eggs,-,422e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-20,Livestock / Poultry,Live pig,3716,(head),Mainland,Food and Environmental Hygiene Department
2016-05-20,Livestock / Poultry,Live pig,245,(head),Local,Food and Environmental Hygiene Department
2016-05-20,Livestock / Poultry,Live cattle,30,(head),Mainland,Food and Environmental Hygiene Department
2016-05-20,Livestock / Poultry,Live chicken,13060,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-20,Marine fish,-,1282,(picul),-,Fish Marketing Organization
2016-05-20,Freshwater fish,-,2848,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-20,Vegetables,-,4946,(picul),-,Vegetable Marketing Organization
2016-05-20,Vegetables,-,11088,(picul),-,Government Wholesale Markets
2016-05-20,Eggs,-,494e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-21,Livestock / Poultry,Live pig,2913,(head),Mainland,Food and Environmental Hygiene Department
2016-05-21,Livestock / Poultry,Live pig,232,(head),Local,Food and Environmental Hygiene Department
2016-05-21,Livestock / Poultry,Live cattle,33,(head),Mainland,Food and Environmental Hygiene Department
2016-05-21,Livestock / Poultry,Live chicken,11837,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-21,Marine fish,-,1368,(picul),-,Fish Marketing Organization
2016-05-21,Freshwater fish,-,2159,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-21,Vegetables,-,4842,(picul),-,Vegetable Marketing Organization
2016-05-21,Vegetables,-,11055,(picul),-,Government Wholesale Markets
2016-05-21,Eggs,-,444e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-22,Livestock / Poultry,Live pig,4189,(head),Mainland,Food and Environmental Hygiene Department
2016-05-22,Livestock / Poultry,Live pig,326,(head),Local,Food and Environmental Hygiene Department
2016-05-22,Livestock / Poultry,Live cattle,62,(head),Mainland,Food and Environmental Hygiene Department
2016-05-22,Livestock / Poultry,Live chicken,12570,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-22,Marine fish,-,1492,(picul),-,Fish Marketing Organization
2016-05-22,Freshwater fish,-,2682,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-22,Vegetables,-,4690,(picul),-,Vegetable Marketing Organization
2016-05-22,Vegetables,-,8267,(picul),-,Government Wholesale Markets
2016-05-23,Livestock / Poultry,Live pig,4357,(head),Mainland,Food and Environmental Hygiene Department
2016-05-23,Livestock / Poultry,Live pig,278,(head),Local,Food and Environmental Hygiene Department
2016-05-23,Livestock / Poultry,Live cattle,49,(head),Mainland,Food and Environmental Hygiene Department
2016-05-23,Livestock / Poultry,Live chicken,12270,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-23,Marine fish,-,1585,(picul),-,Fish Marketing Organization
2016-05-23,Freshwater fish,-,2718,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-23,Vegetables,-,5342,(picul),-,Vegetable Marketing Organization
2016-05-23,Vegetables,-,11072,(picul),-,Government Wholesale Markets
2016-05-23,Eggs,-,436e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-24,Livestock / Poultry,Live pig,4085,(head),Mainland,Food and Environmental Hygiene Department
2016-05-24,Livestock / Poultry,Live pig,261,(head),Local,Food and Environmental Hygiene Department
2016-05-24,Livestock / Poultry,Live cattle,25,(head),Mainland,Food and Environmental Hygiene Department
2016-05-24,Livestock / Poultry,Live chicken,11611,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-24,Marine fish,-,1732,(picul),-,Fish Marketing Organization
2016-05-24,Freshwater fish,-,2742,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-24,Vegetables,-,5432,(picul),-,Vegetable Marketing Organization
2016-05-24,Vegetables,-,12392,(picul),-,Government Wholesale Markets
2016-05-24,Eggs,-,418e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-25,Livestock / Poultry,Live pig,4300,(head),Mainland,Food and Environmental Hygiene Department
2016-05-25,Livestock / Poultry,Live pig,225,(head),Local,Food and Environmental Hygiene Department
2016-05-25,Livestock / Poultry,Live cattle,51,(head),Mainland,Food and Environmental Hygiene Department
2016-05-25,Livestock / Poultry,Live chicken,12125,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-25,Marine fish,-,1774,(picul),-,Fish Marketing Organization
2016-05-25,Freshwater fish,-,2710,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-25,Vegetables,-,5341,(picul),-,Vegetable Marketing Organization
2016-05-25,Vegetables,-,11484,(picul),-,Government Wholesale Markets
2016-05-25,Eggs,-,372e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-26,Livestock / Poultry,Live pig,3985,(head),Mainland,Food and Environmental Hygiene Department
2016-05-26,Livestock / Poultry,Live pig,226,(head),Local,Food and Environmental Hygiene Department
2016-05-26,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2016-05-26,Livestock / Poultry,Live chicken,12240,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-26,Marine fish,-,1624,(picul),-,Fish Marketing Organization
2016-05-26,Freshwater fish,-,2604,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-26,Vegetables,-,5331,(picul),-,Vegetable Marketing Organization
2016-05-26,Vegetables,-,12144,(picul),-,Government Wholesale Markets
2016-05-26,Eggs,-,284e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-27,Livestock / Poultry,Live pig,3902,(head),Mainland,Food and Environmental Hygiene Department
2016-05-27,Livestock / Poultry,Live pig,269,(head),Local,Food and Environmental Hygiene Department
2016-05-27,Livestock / Poultry,Live cattle,42,(head),Mainland,Food and Environmental Hygiene Department
2016-05-27,Livestock / Poultry,Live chicken,14250,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-27,Marine fish,-,1435,(picul),-,Fish Marketing Organization
2016-05-27,Freshwater fish,-,2790,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-27,Vegetables,-,5108,(picul),-,Vegetable Marketing Organization
2016-05-27,Vegetables,-,11616,(picul),-,Government Wholesale Markets
2016-05-27,Eggs,-,732e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-28,Livestock / Poultry,Live pig,3583,(head),Mainland,Food and Environmental Hygiene Department
2016-05-28,Livestock / Poultry,Live pig,245,(head),Local,Food and Environmental Hygiene Department
2016-05-28,Livestock / Poultry,Live cattle,42,(head),Mainland,Food and Environmental Hygiene Department
2016-05-28,Livestock / Poultry,Live chicken,12850,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-28,Marine fish,-,1254,(picul),-,Fish Marketing Organization
2016-05-28,Freshwater fish,-,2461,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-28,Vegetables,-,4851,(picul),-,Vegetable Marketing Organization
2016-05-28,Vegetables,-,10494,(picul),-,Government Wholesale Markets
2016-05-28,Eggs,-,328e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-29,Livestock / Poultry,Live pig,4319,(head),Mainland,Food and Environmental Hygiene Department
2016-05-29,Livestock / Poultry,Live pig,315,(head),Local,Food and Environmental Hygiene Department
2016-05-29,Livestock / Poultry,Live cattle,69,(head),Mainland,Food and Environmental Hygiene Department
2016-05-29,Livestock / Poultry,Live chicken,10876,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-29,Marine fish,-,1565,(picul),-,Fish Marketing Organization
2016-05-29,Freshwater fish,-,2653,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-29,Vegetables,-,4655,(picul),-,Vegetable Marketing Organization
2016-05-29,Vegetables,-,7557,(picul),-,Government Wholesale Markets
2016-05-30,Livestock / Poultry,Live pig,4486,(head),Mainland,Food and Environmental Hygiene Department
2016-05-30,Livestock / Poultry,Live pig,245,(head),Local,Food and Environmental Hygiene Department
2016-05-30,Livestock / Poultry,Live cattle,36,(head),Mainland,Food and Environmental Hygiene Department
2016-05-30,Livestock / Poultry,Live chicken,11300,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-30,Marine fish,-,1675,(picul),-,Fish Marketing Organization
2016-05-30,Freshwater fish,-,2720,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-30,Vegetables,-,5536,(picul),-,Vegetable Marketing Organization
2016-05-30,Vegetables,-,11666,(picul),-,Government Wholesale Markets
2016-05-30,Eggs,-,492e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-05-31,Livestock / Poultry,Live pig,4214,(head),Mainland,Food and Environmental Hygiene Department
2016-05-31,Livestock / Poultry,Live pig,244,(head),Local,Food and Environmental Hygiene Department
2016-05-31,Livestock / Poultry,Live cattle,56,(head),Mainland,Food and Environmental Hygiene Department
2016-05-31,Livestock / Poultry,Live chicken,11350,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-05-31,Marine fish,-,1368,(picul),-,Fish Marketing Organization
2016-05-31,Freshwater fish,-,2729,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-05-31,Vegetables,-,5312,(picul),-,Vegetable Marketing Organization
2016-05-31,Vegetables,-,11864,(picul),-,Government Wholesale Markets
2016-05-31,Eggs,-,388e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-06-01,Livestock / Poultry,Live pig,3892,(head),Mainland,Food and Environmental Hygiene Department
2016-06-01,Livestock / Poultry,Live pig,263,(head),Local,Food and Environmental Hygiene Department
2016-06-01,Livestock / Poultry,Live cattle,56,(head),Mainland,Food and Environmental Hygiene Department
2016-06-01,Livestock / Poultry,Live chicken,11820,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-06-01,Marine fish,-,1660,(picul),-,Fish Marketing Organization
2016-06-01,Freshwater fish,-,2810,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-06-01,Vegetables,-,5155,(picul),-,Vegetable Marketing Organization
2016-06-01,Vegetables,-,11814,(picul),-,Government Wholesale Markets
2016-06-01,Eggs,-,425e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-06-02,Livestock / Poultry,Live pig,3525,(head),Mainland,Food and Environmental Hygiene Department
2016-06-02,Livestock / Poultry,Live pig,238,(head),Local,Food and Environmental Hygiene Department
2016-06-02,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2016-06-02,Livestock / Poultry,Live chicken,9950,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-06-02,Marine fish,-,1715,(picul),-,Fish Marketing Organization
2016-06-02,Freshwater fish,-,2680,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-06-02,Vegetables,-,5239,(picul),-,Vegetable Marketing Organization
2016-06-02,Vegetables,-,10808,(picul),-,Government Wholesale Markets
2016-06-02,Eggs,-,495e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-06-03,Livestock / Poultry,Live pig,4024,(head),Mainland,Food and Environmental Hygiene Department
2016-06-03,Livestock / Poultry,Live pig,277,(head),Local,Food and Environmental Hygiene Department
2016-06-03,Livestock / Poultry,Live cattle,32,(head),Mainland,Food and Environmental Hygiene Department
2016-06-03,Livestock / Poultry,Live chicken,12043,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-06-03,Marine fish,-,1715,(picul),-,Fish Marketing Organization
2016-06-03,Freshwater fish,-,2673,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-06-03,Vegetables,-,5254,(picul),-,Vegetable Marketing Organization
2016-06-03,Vegetables,-,11847,(picul),-,Government Wholesale Markets
2016-06-03,Eggs,-,412e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-06-04,Livestock / Poultry,Live pig,3722,(head),Mainland,Food and Environmental Hygiene Department
2016-06-04,Livestock / Poultry,Live pig,270,(head),Local,Food and Environmental Hygiene Department
2016-06-04,Livestock / Poultry,Live cattle,40,(head),Mainland,Food and Environmental Hygiene Department
2016-06-04,Marine fish,-,1715,(picul),-,Fish Marketing Organization
2016-06-04,Freshwater fish,-,2257,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-06-04,Vegetables,-,4970,(picul),-,Vegetable Marketing Organization
2016-06-04,Vegetables,-,10610,(picul),-,Government Wholesale Markets
2016-06-04,Eggs,-,312e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-06-05,Livestock / Poultry,Live pig,4498,(head),Mainland,Food and Environmental Hygiene Department
2016-06-05,Livestock / Poultry,Live pig,336,(head),Local,Food and Environmental Hygiene Department
2016-06-05,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2016-06-05,Marine fish,-,1715,(picul),-,Fish Marketing Organization
2016-06-05,Freshwater fish,-,2652,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-06-05,Vegetables,-,4768,(picul),-,Vegetable Marketing Organization
2016-06-05,Vegetables,-,7656,(picul),-,Government Wholesale Markets
2016-06-05,Eggs,-,28e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
