date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2016-10-25,Vegetables,-,11715,(picul),-,Government Wholesale Markets
2016-10-25,Eggs,-,572e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-26,Livestock / Poultry,Live pig,4323,(head),Mainland,Food and Environmental Hygiene Department
2016-10-26,Livestock / Poultry,Live pig,221,(head),Local,Food and Environmental Hygiene Department
2016-10-26,Livestock / Poultry,Live cattle,67,(head),Mainland,Food and Environmental Hygiene Department
2016-10-26,Livestock / Poultry,Live chicken,8660,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-26,Marine fish,-,1959,(picul),-,Fish Marketing Organization
2016-10-26,Freshwater fish,-,2504,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-26,Vegetables,-,5145,(picul),-,Vegetable Marketing Organization
2016-10-26,Vegetables,-,10824,(picul),-,Government Wholesale Markets
2016-10-26,Eggs,-,585e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-27,Livestock / Poultry,Live pig,4079,(head),Mainland,Food and Environmental Hygiene Department
2016-10-27,Livestock / Poultry,Live pig,213,(head),Local,Food and Environmental Hygiene Department
2016-10-27,Livestock / Poultry,Live cattle,73,(head),Mainland,Food and Environmental Hygiene Department
2016-10-27,Livestock / Poultry,Live chicken,8969,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-27,Marine fish,-,2001,(picul),-,Fish Marketing Organization
2016-10-27,Freshwater fish,-,2513,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-27,Vegetables,-,5133,(picul),-,Vegetable Marketing Organization
2016-10-27,Vegetables,-,11897,(picul),-,Government Wholesale Markets
2016-10-27,Eggs,-,488e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-29,Livestock / Poultry,Live pig,3038,(head),Mainland,Food and Environmental Hygiene Department
2016-10-29,Livestock / Poultry,Live pig,251,(head),Local,Food and Environmental Hygiene Department
2016-10-29,Livestock / Poultry,Live cattle,37,(head),Mainland,Food and Environmental Hygiene Department
2016-10-29,Livestock / Poultry,Live chicken,9405,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-29,Marine fish,-,1564,(picul),-,Fish Marketing Organization
2016-10-29,Freshwater fish,-,2694,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-29,Vegetables,-,4558,(picul),-,Vegetable Marketing Organization
2016-10-29,Vegetables,-,10577,(picul),-,Government Wholesale Markets
2016-10-29,Eggs,-,432e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-30,Livestock / Poultry,Live pig,4308,(head),Mainland,Food and Environmental Hygiene Department
2016-10-30,Livestock / Poultry,Live pig,279,(head),Local,Food and Environmental Hygiene Department
2016-10-30,Livestock / Poultry,Live cattle,61,(head),Mainland,Food and Environmental Hygiene Department
2016-10-30,Livestock / Poultry,Live chicken,11363,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-30,Marine fish,-,1906,(picul),-,Fish Marketing Organization
2016-10-30,Freshwater fish,-,2376,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-30,Vegetables,-,4399,(picul),-,Vegetable Marketing Organization
2016-10-30,Vegetables,-,7937,(picul),-,Government Wholesale Markets
2016-10-31,Livestock / Poultry,Live pig,3901,(head),Mainland,Food and Environmental Hygiene Department
2016-10-31,Livestock / Poultry,Live pig,221,(head),Local,Food and Environmental Hygiene Department
2016-10-31,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2016-10-31,Livestock / Poultry,Live chicken,9372,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-31,Marine fish,-,1870,(picul),-,Fish Marketing Organization
2016-10-31,Freshwater fish,-,2444,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-31,Vegetables,-,4945,(picul),-,Vegetable Marketing Organization
2016-10-31,Vegetables,-,12062,(picul),-,Government Wholesale Markets
2016-10-31,Eggs,-,552e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-01,Livestock / Poultry,Live pig,4168,(head),Mainland,Food and Environmental Hygiene Department
2016-11-01,Livestock / Poultry,Live pig,240,(head),Local,Food and Environmental Hygiene Department
2016-11-01,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-11-01,Livestock / Poultry,Live chicken,9084,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-01,Marine fish,-,1852,(picul),-,Fish Marketing Organization
2016-11-01,Freshwater fish,-,2559,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-01,Vegetables,-,4942,(picul),-,Vegetable Marketing Organization
2016-11-01,Vegetables,-,11138,(picul),-,Government Wholesale Markets
2016-11-01,Eggs,-,468e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-02,Livestock / Poultry,Live pig,4066,(head),Mainland,Food and Environmental Hygiene Department
2016-11-02,Livestock / Poultry,Live pig,225,(head),Local,Food and Environmental Hygiene Department
2016-11-02,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2016-11-02,Livestock / Poultry,Live chicken,8330,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-02,Marine fish,-,1651,(picul),-,Fish Marketing Organization
2016-11-02,Freshwater fish,-,2990,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-02,Vegetables,-,4936,(picul),-,Vegetable Marketing Organization
2016-11-02,Vegetables,-,11171,(picul),-,Government Wholesale Markets
2016-11-02,Eggs,-,451e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-03,Livestock / Poultry,Live pig,3915,(head),Mainland,Food and Environmental Hygiene Department
2016-11-03,Livestock / Poultry,Live pig,198,(head),Local,Food and Environmental Hygiene Department
2016-11-03,Livestock / Poultry,Live cattle,70,(head),Mainland,Food and Environmental Hygiene Department
2016-11-03,Livestock / Poultry,Live chicken,8300,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-03,Marine fish,-,1625,(picul),-,Fish Marketing Organization
2016-11-03,Freshwater fish,-,2638,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-03,Vegetables,-,4962,(picul),-,Vegetable Marketing Organization
2016-11-03,Vegetables,-,11468,(picul),-,Government Wholesale Markets
2016-11-03,Eggs,-,452e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-04,Livestock / Poultry,Live pig,3960,(head),Mainland,Food and Environmental Hygiene Department
2016-11-04,Livestock / Poultry,Live pig,233,(head),Local,Food and Environmental Hygiene Department
2016-11-04,Livestock / Poultry,Live cattle,36,(head),Mainland,Food and Environmental Hygiene Department
2016-11-04,Livestock / Poultry,Live chicken,13832,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-04,Marine fish,-,1591,(picul),-,Fish Marketing Organization
2016-11-04,Freshwater fish,-,2545,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-04,Vegetables,-,4965,(picul),-,Vegetable Marketing Organization
2016-11-04,Vegetables,-,11880,(picul),-,Government Wholesale Markets
2016-11-04,Eggs,-,436e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-05,Livestock / Poultry,Live pig,3569,(head),Mainland,Food and Environmental Hygiene Department
2016-11-05,Livestock / Poultry,Live pig,201,(head),Local,Food and Environmental Hygiene Department
2016-11-05,Livestock / Poultry,Live cattle,29,(head),Mainland,Food and Environmental Hygiene Department
2016-11-05,Livestock / Poultry,Live chicken,12186,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-05,Marine fish,-,1473,(picul),-,Fish Marketing Organization
2016-11-05,Freshwater fish,-,1858,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-05,Vegetables,-,4813,(picul),-,Vegetable Marketing Organization
2016-11-05,Vegetables,-,10692,(picul),-,Government Wholesale Markets
2016-11-05,Eggs,-,268e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-06,Livestock / Poultry,Live pig,4373,(head),Mainland,Food and Environmental Hygiene Department
2016-11-06,Livestock / Poultry,Live pig,278,(head),Local,Food and Environmental Hygiene Department
2016-11-06,Livestock / Poultry,Live cattle,55,(head),Mainland,Food and Environmental Hygiene Department
2016-11-06,Livestock / Poultry,Live chicken,10930,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-06,Marine fish,-,1817,(picul),-,Fish Marketing Organization
2016-11-06,Freshwater fish,-,2342,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-06,Vegetables,-,4470,(picul),-,Vegetable Marketing Organization
2016-11-06,Vegetables,-,9273,(picul),-,Government Wholesale Markets
2016-11-07,Livestock / Poultry,Live pig,4286,(head),Mainland,Food and Environmental Hygiene Department
2016-11-07,Livestock / Poultry,Live pig,307,(head),Local,Food and Environmental Hygiene Department
2016-11-07,Livestock / Poultry,Live cattle,90,(head),Mainland,Food and Environmental Hygiene Department
2016-11-07,Livestock / Poultry,Live chicken,10028,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-07,Marine fish,-,1948,(picul),-,Fish Marketing Organization
2016-11-07,Freshwater fish,-,2448,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-07,Vegetables,-,5249,(picul),-,Vegetable Marketing Organization
2016-11-07,Vegetables,-,11055,(picul),-,Government Wholesale Markets
2016-11-07,Eggs,-,548e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-08,Livestock / Poultry,Live pig,4415,(head),Mainland,Food and Environmental Hygiene Department
2016-11-08,Livestock / Poultry,Live pig,227,(head),Local,Food and Environmental Hygiene Department
2016-11-08,Livestock / Poultry,Live cattle,71,(head),Mainland,Food and Environmental Hygiene Department
2016-11-08,Livestock / Poultry,Live chicken,10620,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-08,Marine fish,-,1876,(picul),-,Fish Marketing Organization
2016-11-08,Freshwater fish,-,2395,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-08,Vegetables,-,5033,(picul),-,Vegetable Marketing Organization
2016-11-08,Vegetables,-,11451,(picul),-,Government Wholesale Markets
2016-11-08,Eggs,-,658e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-09,Livestock / Poultry,Live pig,4193,(head),Mainland,Food and Environmental Hygiene Department
2016-11-09,Livestock / Poultry,Live pig,189,(head),Local,Food and Environmental Hygiene Department
2016-11-09,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-11-09,Livestock / Poultry,Live chicken,9168,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-09,Marine fish,-,1809,(picul),-,Fish Marketing Organization
2016-11-09,Freshwater fish,-,2570,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-09,Vegetables,-,5209,(picul),-,Vegetable Marketing Organization
2016-11-09,Vegetables,-,10808,(picul),-,Government Wholesale Markets
2016-11-09,Eggs,-,358e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-10,Livestock / Poultry,Live pig,3735,(head),Mainland,Food and Environmental Hygiene Department
2016-11-10,Livestock / Poultry,Live pig,215,(head),Local,Food and Environmental Hygiene Department
2016-11-10,Livestock / Poultry,Live cattle,66,(head),Mainland,Food and Environmental Hygiene Department
2016-11-10,Livestock / Poultry,Live chicken,9290,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-10,Marine fish,-,1537,(picul),-,Fish Marketing Organization
2016-11-10,Freshwater fish,-,2511,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-10,Vegetables,-,5099,(picul),-,Vegetable Marketing Organization
2016-11-10,Vegetables,-,10610,(picul),-,Government Wholesale Markets
2016-11-10,Eggs,-,416e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-11,Livestock / Poultry,Live pig,3640,(head),Mainland,Food and Environmental Hygiene Department
2016-11-11,Livestock / Poultry,Live pig,200,(head),Local,Food and Environmental Hygiene Department
2016-11-11,Livestock / Poultry,Live cattle,52,(head),Mainland,Food and Environmental Hygiene Department
2016-11-11,Livestock / Poultry,Live chicken,13923,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-11,Marine fish,-,1375,(picul),-,Fish Marketing Organization
2016-11-11,Freshwater fish,-,2478,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-11,Vegetables,-,4949,(picul),-,Vegetable Marketing Organization
2016-11-11,Vegetables,-,11715,(picul),-,Government Wholesale Markets
2016-11-11,Eggs,-,308e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-12,Livestock / Poultry,Live pig,3542,(head),Mainland,Food and Environmental Hygiene Department
2016-11-12,Livestock / Poultry,Live pig,226,(head),Local,Food and Environmental Hygiene Department
2016-11-12,Livestock / Poultry,Live cattle,61,(head),Mainland,Food and Environmental Hygiene Department
2016-11-12,Livestock / Poultry,Live chicken,11450,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-12,Marine fish,-,1552,(picul),-,Fish Marketing Organization
2016-11-12,Freshwater fish,-,2403,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-12,Vegetables,-,4813,(picul),-,Vegetable Marketing Organization
2016-11-12,Vegetables,-,10709,(picul),-,Government Wholesale Markets
2016-11-12,Eggs,-,482e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-13,Livestock / Poultry,Live pig,4740,(head),Mainland,Food and Environmental Hygiene Department
2016-11-13,Livestock / Poultry,Live pig,269,(head),Local,Food and Environmental Hygiene Department
2016-11-13,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2016-11-13,Livestock / Poultry,Live chicken,10615,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-13,Marine fish,-,1894,(picul),-,Fish Marketing Organization
2016-11-13,Freshwater fish,-,2354,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-13,Vegetables,-,4649,(picul),-,Vegetable Marketing Organization
2016-11-13,Vegetables,-,9488,(picul),-,Government Wholesale Markets
2016-11-21,Livestock / Poultry,Live pig,3961,(head),Mainland,Food and Environmental Hygiene Department
2016-11-21,Livestock / Poultry,Live pig,224,(head),Local,Food and Environmental Hygiene Department
2016-11-21,Livestock / Poultry,Live cattle,83,(head),Mainland,Food and Environmental Hygiene Department
2016-11-21,Livestock / Poultry,Live chicken,10390,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-21,Marine fish,-,1920,(picul),-,Fish Marketing Organization
2016-11-21,Freshwater fish,-,2406,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-21,Vegetables,-,5421,(picul),-,Vegetable Marketing Organization
2016-11-21,Vegetables,-,11138,(picul),-,Government Wholesale Markets
2016-11-21,Eggs,-,784e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-22,Livestock / Poultry,Live pig,4e3,(head),Mainland,Food and Environmental Hygiene Department
2016-11-22,Livestock / Poultry,Live pig,243,(head),Local,Food and Environmental Hygiene Department
2016-11-22,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2016-11-22,Livestock / Poultry,Live chicken,8570,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-22,Marine fish,-,1698,(picul),-,Fish Marketing Organization
2016-11-22,Freshwater fish,-,2341,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-22,Vegetables,-,4802,(picul),-,Vegetable Marketing Organization
2016-11-22,Vegetables,-,10643,(picul),-,Government Wholesale Markets
2016-11-22,Eggs,-,518e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-23,Livestock / Poultry,Live pig,3911,(head),Mainland,Food and Environmental Hygiene Department
2016-11-23,Livestock / Poultry,Live pig,202,(head),Local,Food and Environmental Hygiene Department
2016-11-23,Livestock / Poultry,Live cattle,37,(head),Mainland,Food and Environmental Hygiene Department
2016-11-23,Livestock / Poultry,Live chicken,10005,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-23,Marine fish,-,1563,(picul),-,Fish Marketing Organization
2016-11-23,Freshwater fish,-,2502,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-23,Vegetables,-,4807,(picul),-,Vegetable Marketing Organization
2016-11-23,Vegetables,-,11715,(picul),-,Government Wholesale Markets
2016-11-23,Eggs,-,495e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-24,Livestock / Poultry,Live pig,3834,(head),Mainland,Food and Environmental Hygiene Department
2016-11-24,Livestock / Poultry,Live pig,212,(head),Local,Food and Environmental Hygiene Department
2016-11-24,Livestock / Poultry,Live cattle,37,(head),Mainland,Food and Environmental Hygiene Department
2016-11-24,Livestock / Poultry,Live chicken,8749,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-24,Marine fish,-,1680,(picul),-,Fish Marketing Organization
2016-11-24,Freshwater fish,-,2413,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-24,Vegetables,-,4913,(picul),-,Vegetable Marketing Organization
2016-11-24,Vegetables,-,11402,(picul),-,Government Wholesale Markets
2016-11-24,Eggs,-,336e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-25,Livestock / Poultry,Live pig,3924,(head),Mainland,Food and Environmental Hygiene Department
2016-11-25,Livestock / Poultry,Live pig,226,(head),Local,Food and Environmental Hygiene Department
2016-11-25,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2016-11-25,Livestock / Poultry,Live chicken,11809,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-25,Marine fish,-,1424,(picul),-,Fish Marketing Organization
2016-11-25,Freshwater fish,-,2522,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-25,Vegetables,-,4856,(picul),-,Vegetable Marketing Organization
2016-11-25,Vegetables,-,10395,(picul),-,Government Wholesale Markets
2016-11-25,Eggs,-,535e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-26,Livestock / Poultry,Live pig,3688,(head),Mainland,Food and Environmental Hygiene Department
2016-11-26,Livestock / Poultry,Live pig,224,(head),Local,Food and Environmental Hygiene Department
2016-11-26,Livestock / Poultry,Live cattle,72,(head),Mainland,Food and Environmental Hygiene Department
2016-11-26,Livestock / Poultry,Live chicken,12897,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-26,Marine fish,-,1199,(picul),-,Fish Marketing Organization
2016-11-26,Freshwater fish,-,2417,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-26,Vegetables,-,4633,(picul),-,Vegetable Marketing Organization
2016-11-26,Vegetables,-,10445,(picul),-,Government Wholesale Markets
2016-11-26,Eggs,-,356e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-27,Livestock / Poultry,Live pig,4176,(head),Mainland,Food and Environmental Hygiene Department
2016-11-27,Livestock / Poultry,Live pig,240,(head),Local,Food and Environmental Hygiene Department
2016-11-27,Livestock / Poultry,Live cattle,70,(head),Mainland,Food and Environmental Hygiene Department
2016-11-27,Livestock / Poultry,Live chicken,11075,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-27,Marine fish,-,1494,(picul),-,Fish Marketing Organization
2016-11-27,Freshwater fish,-,2372,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-27,Vegetables,-,4318,(picul),-,Vegetable Marketing Organization
2016-11-27,Vegetables,-,7574,(picul),-,Government Wholesale Markets
2016-11-28,Livestock / Poultry,Live pig,4167,(head),Mainland,Food and Environmental Hygiene Department
2016-11-28,Livestock / Poultry,Live pig,260,(head),Local,Food and Environmental Hygiene Department
2016-11-28,Livestock / Poultry,Live cattle,68,(head),Mainland,Food and Environmental Hygiene Department
2016-11-28,Livestock / Poultry,Live chicken,10740,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-28,Marine fish,-,1424,(picul),-,Fish Marketing Organization
2016-11-28,Freshwater fish,-,2369,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-28,Vegetables,-,4540,(picul),-,Vegetable Marketing Organization
2016-11-28,Vegetables,-,11699,(picul),-,Government Wholesale Markets
2016-11-28,Eggs,-,316e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-29,Livestock / Poultry,Live pig,4097,(head),Mainland,Food and Environmental Hygiene Department
2016-11-29,Livestock / Poultry,Live pig,223,(head),Local,Food and Environmental Hygiene Department
2016-11-29,Livestock / Poultry,Live cattle,29,(head),Mainland,Food and Environmental Hygiene Department
2016-11-29,Livestock / Poultry,Live chicken,9823,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-29,Marine fish,-,1483,(picul),-,Fish Marketing Organization
2016-11-29,Freshwater fish,-,2523,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-29,Vegetables,-,4676,(picul),-,Vegetable Marketing Organization
2016-11-29,Vegetables,-,11600,(picul),-,Government Wholesale Markets
2016-11-29,Eggs,-,416e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-11-30,Livestock / Poultry,Live pig,4046,(head),Mainland,Food and Environmental Hygiene Department
2016-11-30,Livestock / Poultry,Live pig,234,(head),Local,Food and Environmental Hygiene Department
2016-11-30,Livestock / Poultry,Live cattle,64,(head),Mainland,Food and Environmental Hygiene Department
2016-11-30,Livestock / Poultry,Live chicken,10617,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-11-30,Marine fish,-,1523,(picul),-,Fish Marketing Organization
2016-11-30,Freshwater fish,-,2337,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-11-30,Vegetables,-,4511,(picul),-,Vegetable Marketing Organization
2016-11-30,Vegetables,-,11567,(picul),-,Government Wholesale Markets
2016-11-30,Eggs,-,456e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-12-01,Livestock / Poultry,Live pig,3800,(head),Mainland,Food and Environmental Hygiene Department
2016-12-01,Livestock / Poultry,Live pig,210,(head),Local,Food and Environmental Hygiene Department
2016-12-01,Livestock / Poultry,Live cattle,43,(head),Mainland,Food and Environmental Hygiene Department
2016-12-01,Livestock / Poultry,Live chicken,10439,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-12-01,Marine fish,-,1656,(picul),-,Fish Marketing Organization
2016-12-01,Freshwater fish,-,2576,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-12-01,Vegetables,-,4414,(picul),-,Vegetable Marketing Organization
2016-12-01,Vegetables,-,11369,(picul),-,Government Wholesale Markets
2016-12-01,Eggs,-,4e6,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-12-02,Livestock / Poultry,Live pig,3590,(head),Mainland,Food and Environmental Hygiene Department
2016-12-02,Livestock / Poultry,Live pig,222,(head),Local,Food and Environmental Hygiene Department
2016-12-02,Livestock / Poultry,Live cattle,28,(head),Mainland,Food and Environmental Hygiene Department
2016-12-02,Livestock / Poultry,Live chicken,11440,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-12-02,Marine fish,-,1458,(picul),-,Fish Marketing Organization
2016-12-02,Freshwater fish,-,2411,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-12-02,Vegetables,-,4546,(picul),-,Vegetable Marketing Organization
2016-12-02,Vegetables,-,11204,(picul),-,Government Wholesale Markets
2016-12-02,Eggs,-,456e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-12-03,Livestock / Poultry,Live pig,3403,(head),Mainland,Food and Environmental Hygiene Department
2016-12-03,Livestock / Poultry,Live pig,236,(head),Local,Food and Environmental Hygiene Department
2016-12-03,Livestock / Poultry,Live cattle,66,(head),Mainland,Food and Environmental Hygiene Department
2016-12-03,Livestock / Poultry,Live chicken,10500,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-12-03,Marine fish,-,1473,(picul),-,Fish Marketing Organization
2016-12-03,Freshwater fish,-,2527,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-12-03,Vegetables,-,4205,(picul),-,Vegetable Marketing Organization
2016-12-03,Vegetables,-,10428,(picul),-,Government Wholesale Markets
2016-12-03,Eggs,-,494e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
2016-12-04,Livestock / Poultry,Live pig,4347,(head),Mainland,Food and Environmental Hygiene Department
2016-12-04,Livestock / Poultry,Live pig,267,(head),Local,Food and Environmental Hygiene Department
2016-12-04,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2016-12-04,Livestock / Poultry,Live chicken,10991,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-12-04,Marine fish,-,1782,(picul),-,Fish Marketing Organization
2016-12-04,Freshwater fish,-,2377,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-12-04,Vegetables,-,4171,(picul),-,Vegetable Marketing Organization
2016-12-04,Vegetables,-,7656,(picul),-,Government Wholesale Markets
2016-12-05,Livestock / Poultry,Live pig,4303,(head),Mainland,Food and Environmental Hygiene Department
2016-12-05,Livestock / Poultry,Live pig,215,(head),Local,Food and Environmental Hygiene Department
2016-12-05,Livestock / Poultry,Live cattle,69,(head),Mainland,Food and Environmental Hygiene Department
2016-12-05,Livestock / Poultry,Live chicken,9750,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-12-05,Marine fish,-,2042,(picul),-,Fish Marketing Organization
2016-12-05,Freshwater fish,-,2316,(picul),-,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-12-05,Vegetables,-,4629,(picul),-,Vegetable Marketing Organization
2016-12-05,Vegetables,-,11006,(picul),-,Government Wholesale Markets
2016-12-05,Eggs,-,334e4,(nos),-,Government Cheung Sha Wan and Western Wholesale Markets
