food_category,food_item,price_morning,unit,data_from,food_origin,supplier,date_reported,supply_intake
Freshwater fish,Grass carp,16.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
Freshwater fish,Big head,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
Vegetables,Flowering Cabbage,5.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,White Cabbage,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Chinese Lettuce,3.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Water Spinach,3.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Chinese Kale,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,European Celery,8.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Potato,3.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Spinach,6.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,"Yard-long bean, white",7.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Broccoli,8.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Green Cabbage,3.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Tomato,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Vegetables,Chinese Spinach,6.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,19/6/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,19/6/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1750.0,($ / Picul),(Yesterday),-,Slaughterhouses,20/6/2016,NA
Livestock / Poultry,Live cattle,4205.0,($ / Picul),(Yesterday),-,Ng Fung Hong,20/6/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/6/2016,NA
Livestock / Poultry,Live chicken,24.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,20/6/2016,NA
Marine fish,Golden thread,53.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Horse head,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Big eyes,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Breams,56.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Hairtail,38.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Mackerel,46.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Marine fish,Filefish,33.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,20/6/2016,NA
Freshwater fish,Grass carp,16.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
Freshwater fish,Big head,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
Freshwater fish,Mud carp,18.9,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
Vegetables,Flowering Cabbage,6.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,White Cabbage,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Chinese Lettuce,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Water Spinach,3.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Chinese Kale,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,European Celery,7.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Potato,3.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Spinach,7.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,"Yard-long bean, white",7.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Broccoli,9.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Green Cabbage,3.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Tomato,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Vegetables,Chinese Spinach,8.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,20/6/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,20/6/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1718.0,($ / Picul),(Yesterday),-,Slaughterhouses,21/6/2016,NA
Livestock / Poultry,Live cattle,4181.0,($ / Picul),(Yesterday),-,Ng Fung Hong,21/6/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/6/2016,NA
Livestock / Poultry,Live chicken,24.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,21/6/2016,NA
Marine fish,Golden thread,53.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Horse head,33.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Big eyes,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Breams,56.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Hairtail,38.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Mackerel,46.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Marine fish,Filefish,33.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,21/6/2016,NA
Freshwater fish,Grass carp,16.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
Freshwater fish,Big head,16.2,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
Vegetables,Flowering Cabbage,6.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,White Cabbage,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Chinese Lettuce,3.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Water Spinach,3.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Chinese Kale,4.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,European Celery,7.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Potato,3.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Spinach,7.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,"Yard-long bean, white",7.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Broccoli,9.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Green Cabbage,3.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Tomato,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Vegetables,Chinese Spinach,8.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,21/6/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.65,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,21/6/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1643.0,($ / Picul),(Yesterday),-,Slaughterhouses,22/6/2016,NA
Livestock / Poultry,Live cattle,4187.0,($ / Picul),(Yesterday),-,Ng Fung Hong,22/6/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/6/2016,NA
Livestock / Poultry,Live chicken,24.5,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,22/6/2016,NA
Marine fish,Golden thread,52.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Horse head,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Big eyes,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Breams,55.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Hairtail,38.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Mackerel,46.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Marine fish,Filefish,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,22/6/2016,NA
Freshwater fish,Grass carp,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
Freshwater fish,Big head,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
Freshwater fish,Mud carp,19.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
Vegetables,Flowering Cabbage,5.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,White Cabbage,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Chinese Lettuce,3.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Water Spinach,3.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Chinese Kale,4.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,European Celery,6.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Potato,3.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Spinach,7.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,"Yard-long bean, white",6.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Broccoli,8.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Green Cabbage,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Tomato,4.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Vegetables,Chinese Spinach,9.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,22/6/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.85,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,22/6/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1731.0,($ / Picul),(Yesterday),-,Slaughterhouses,23/6/2016,NA
Livestock / Poultry,Live cattle,4223.0,($ / Picul),(Yesterday),-,Ng Fung Hong,23/6/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/6/2016,NA
Livestock / Poultry,Live chicken,24.4,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,23/6/2016,NA
Marine fish,Golden thread,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Big eyes,48.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Breams,54.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Hairtail,38.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Mackerel,46.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Marine fish,Filefish,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,23/6/2016,NA
Freshwater fish,Grass carp,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
Freshwater fish,Big head,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
Freshwater fish,Mud carp,17.4,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
Vegetables,Flowering Cabbage,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,White Cabbage,4.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Chinese Lettuce,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Water Spinach,3.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Chinese Kale,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,European Celery,7.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Potato,3.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Spinach,7.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,"Yard-long bean, white",6.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Broccoli,9.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Green Cabbage,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Tomato,4.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Vegetables,Chinese Spinach,8.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,23/6/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.65,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.67,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,23/6/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1681.0,($ / Picul),(Yesterday),-,Slaughterhouses,24/6/2016,NA
Livestock / Poultry,Live cattle,4217.0,($ / Picul),(Yesterday),-,Ng Fung Hong,24/6/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/6/2016,NA
Livestock / Poultry,Live chicken,24.5,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,24/6/2016,NA
Marine fish,Golden thread,49.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Big eyes,47.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Scads,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Breams,54.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Hairtail,38.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Mackerel,46.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Marine fish,Filefish,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,24/6/2016,NA
Freshwater fish,Grass carp,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,24/6/2016,NA
Freshwater fish,Big head,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,24/6/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,24/6/2016,NA
Vegetables,Flowering Cabbage,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
Vegetables,White Cabbage,4.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
Vegetables,Chinese Lettuce,3.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
Vegetables,Water Spinach,2.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
Vegetables,Chinese Kale,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
Vegetables,European Celery,6.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,24/6/2016,NA
