food_category,food_item,price_morning,unit,data_from,food_origin,supplier,date_reported,supply_intake
Marine fish,Scads,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Marine fish,Breams,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Marine fish,Hairtail,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Marine fish,Mackerel,43.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Marine fish,Filefish,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,14/12/2016,NA
Freshwater fish,Grass carp,16.6,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
Freshwater fish,Big head,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
Vegetables,Flowering Cabbage,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,White Cabbage,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Chinese Lettuce,3.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Chrysanthemum Garland,8.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Chinese Kale,5.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,European Celery,9.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Potato,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Spinach,6.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Water Cress,5.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Broccoli,10.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Green Cabbage,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Tomato,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Vegetables,Pea Shoot,18.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,14/12/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.71,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.68,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,14/12/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1331.0,($ / Picul),(Yesterday),-,Slaughterhouses,15/12/2016,NA
Livestock / Poultry,Live cattle,4253.0,($ / Picul),(Yesterday),-,Ng Fung Hong,15/12/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/12/2016,NA
Livestock / Poultry,Live chicken,35.0,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,15/12/2016,NA
Marine fish,Golden thread,40.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Horse head,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Big eyes,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Scads,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Breams,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Hairtail,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Mackerel,42.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Marine fish,Filefish,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,15/12/2016,NA
Freshwater fish,Grass carp,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
Freshwater fish,Big head,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
Vegetables,Flowering Cabbage,4.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,White Cabbage,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Chinese Lettuce,2.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Chrysanthemum Garland,8.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Chinese Kale,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,European Celery,8.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Potato,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Spinach,5.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Water Cress,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Broccoli,10.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Green Cabbage,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Tomato,5.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Vegetables,Pea Shoot,17.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,15/12/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.70,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.68,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,15/12/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1321.0,($ / Picul),(Yesterday),-,Slaughterhouses,16/12/2016,NA
Livestock / Poultry,Live cattle,4283.0,($ / Picul),(Yesterday),-,Ng Fung Hong,16/12/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/12/2016,NA
Livestock / Poultry,Live chicken,35.2,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,16/12/2016,NA
Marine fish,Golden thread,40.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Horse head,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Big eyes,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Scads,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Breams,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Hairtail,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Mackerel,42.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Marine fish,Filefish,29.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,16/12/2016,NA
Freshwater fish,Grass carp,16.2,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
Freshwater fish,Big head,16.4,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
Vegetables,Flowering Cabbage,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,White Cabbage,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Chinese Lettuce,2.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Chrysanthemum Garland,8.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Chinese Kale,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,European Celery,8.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Potato,3.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Spinach,5.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Water Cress,4.9,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Broccoli,10.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Green Cabbage,5.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Tomato,5.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Vegetables,Pea Shoot,18.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,16/12/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.68,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,16/12/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1362.0,($ / Picul),(Yesterday),-,Slaughterhouses,17/12/2016,NA
Livestock / Poultry,Live cattle,Not yet supplied,($ / Picul),(Yesterday),-,Ng Fung Hong,17/12/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/12/2016,NA
Livestock / Poultry,Live chicken,35.1,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,17/12/2016,NA
Marine fish,Golden thread,41.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Horse head,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Big eyes,51.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Scads,14.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Breams,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Hairtail,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Mackerel,42.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Marine fish,Filefish,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,17/12/2016,NA
Freshwater fish,Grass carp,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
Freshwater fish,Big head,16.1,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
Vegetables,Flowering Cabbage,3.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,White Cabbage,4.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Chinese Lettuce,2.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Chrysanthemum Garland,8.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Chinese Kale,4.5,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,European Celery,8.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Potato,4.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Spinach,5.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Water Cress,4.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Broccoli,10.3,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Green Cabbage,4.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Tomato,5.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Vegetables,Pea Shoot,18.6,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,17/12/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.68,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,17/12/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1382.0,($ / Picul),(Yesterday),-,Slaughterhouses,18/12/2016,NA
Livestock / Poultry,Live cattle,Not yet supplied,($ / Picul),(Yesterday),-,Ng Fung Hong,18/12/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/12/2016,NA
Livestock / Poultry,Live chicken,34.8,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,18/12/2016,NA
Marine fish,Golden thread,42.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Horse head,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Yellow croaker,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Big eyes,52.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Breams,51.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Hairtail,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Mackerel,43.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Marine fish,Filefish,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,18/12/2016,NA
Freshwater fish,Grass carp,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
Freshwater fish,Big head,16.2,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
Vegetables,Flowering Cabbage,3.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,White Cabbage,4.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Chinese Lettuce,2.8,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Chrysanthemum Garland,8.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Chinese Kale,4.1,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,European Celery,9.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Potato,4.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Spinach,5.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Water Cress,4.7,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Broccoli,10.4,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Green Cabbage,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Tomato,5.0,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Vegetables,Pea Shoot,18.2,($ / Catty),(Yesterday),-,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market,18/12/2016,NA
Eggs,Brown-shelled egg (medium) Mainland,0.66,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
Eggs,Grade II brown-shelled egg Germany (360/box),-,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
Eggs,Brown-shelled egg (medium) USA,0.68,($ / Egg),(Yesterday),-,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets,18/12/2016,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
Livestock / Poultry,Live pig,1411.0,($ / Picul),(Yesterday),-,Slaughterhouses,19/12/2016,NA
Livestock / Poultry,Live cattle,4223.0,($ / Picul),(Yesterday),-,Ng Fung Hong,19/12/2016,NA
Livestock / Poultry,Live chicken,-,($ / Catty),(Yesterday),Mainland,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/12/2016,NA
Livestock / Poultry,Live chicken,35.1,($ / Catty),(Yesterday),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market,19/12/2016,NA
Marine fish,Golden thread,41.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Horse head,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Yellow croaker,30.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Big eyes,52.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Scads,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Breams,50.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Hairtail,32.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Mackerel,43.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Croakers,15.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Marine fish,Filefish,31.0,($ / Catty),(Yesterday),-,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market,19/12/2016,NA
Freshwater fish,Grass carp,16.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/12/2016,NA
Freshwater fish,Big head,16.0,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/12/2016,NA
Freshwater fish,Mud carp,18.5,($ / Catty),(Yesterday),-,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets,19/12/2016,NA
