date_morning,food_category,food_item,supply_intake,unit,food_origin,provided_by
2016-09-14,Vegetables,NA,10907,(picul),NA,Government Wholesale Markets
2016-09-14,Eggs,NA,708e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-15,Livestock / Poultry,Live pig,3303,(head),Mainland,Food and Environmental Hygiene Department
2016-09-15,Livestock / Poultry,Live pig,187,(head),Local,Food and Environmental Hygiene Department
2016-09-15,Livestock / Poultry,Live cattle,55,(head),Mainland,Food and Environmental Hygiene Department
2016-09-15,Livestock / Poultry,Live chicken,8467,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-15,Marine fish,NA,454,(picul),NA,Fish Marketing Organization
2016-09-15,Freshwater fish,NA,1908,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-15,Vegetables,NA,4706,(picul),NA,Vegetable Marketing Organization
2016-09-15,Vegetables,NA,11979,(picul),NA,Government Wholesale Markets
2016-09-15,Eggs,NA,34e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-16,Livestock / Poultry,Live pig,3315,(head),Mainland,Food and Environmental Hygiene Department
2016-09-16,Livestock / Poultry,Live pig,162,(head),Local,Food and Environmental Hygiene Department
2016-09-16,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-09-16,Livestock / Poultry,Live chicken,15384,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-16,Marine fish,NA,1165,(picul),NA,Fish Marketing Organization
2016-09-16,Freshwater fish,NA,2313,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-16,Vegetables,NA,3689,(picul),NA,Vegetable Marketing Organization
2016-09-16,Vegetables,NA,9884,(picul),NA,Government Wholesale Markets
2016-09-16,Eggs,NA,175e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-17,Livestock / Poultry,Live pig,3175,(head),Mainland,Food and Environmental Hygiene Department
2016-09-17,Livestock / Poultry,Live pig,229,(head),Local,Food and Environmental Hygiene Department
2016-09-17,Livestock / Poultry,Live cattle,55,(head),Mainland,Food and Environmental Hygiene Department
2016-09-17,Livestock / Poultry,Live chicken,8430,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-17,Marine fish,NA,1193,(picul),NA,Fish Marketing Organization
2016-09-17,Freshwater fish,NA,2329,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-17,Vegetables,NA,4843,(picul),NA,Vegetable Marketing Organization
2016-09-17,Vegetables,NA,10659,(picul),NA,Government Wholesale Markets
2016-09-17,Eggs,NA,368e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-18,Livestock / Poultry,Live pig,4312,(head),Mainland,Food and Environmental Hygiene Department
2016-09-18,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-09-18,Livestock / Poultry,Live cattle,41,(head),Mainland,Food and Environmental Hygiene Department
2016-09-18,Livestock / Poultry,Live chicken,7665,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-18,Marine fish,NA,1601,(picul),NA,Fish Marketing Organization
2016-09-18,Freshwater fish,NA,2473,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-18,Vegetables,NA,5051,(picul),NA,Vegetable Marketing Organization
2016-09-18,Vegetables,NA,8250,(picul),NA,Government Wholesale Markets
2016-09-19,Livestock / Poultry,Live pig,4477,(head),Mainland,Food and Environmental Hygiene Department
2016-09-19,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-09-19,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2016-09-19,Livestock / Poultry,Live chicken,7600,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-19,Marine fish,NA,1812,(picul),NA,Fish Marketing Organization
2016-09-19,Freshwater fish,NA,2483,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-19,Vegetables,NA,5302,(picul),NA,Vegetable Marketing Organization
2016-09-19,Vegetables,NA,11567,(picul),NA,Government Wholesale Markets
2016-09-19,Eggs,NA,258e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-20,Livestock / Poultry,Live pig,3975,(head),Mainland,Food and Environmental Hygiene Department
2016-09-20,Livestock / Poultry,Live pig,221,(head),Local,Food and Environmental Hygiene Department
2016-09-20,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2016-09-20,Livestock / Poultry,Live chicken,7386,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-20,Marine fish,NA,1713,(picul),NA,Fish Marketing Organization
2016-09-20,Freshwater fish,NA,2568,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-20,Vegetables,NA,5235,(picul),NA,Vegetable Marketing Organization
2016-09-20,Vegetables,NA,11303,(picul),NA,Government Wholesale Markets
2016-09-20,Eggs,NA,528e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-21,Livestock / Poultry,Live pig,4238,(head),Mainland,Food and Environmental Hygiene Department
2016-09-21,Livestock / Poultry,Live pig,240,(head),Local,Food and Environmental Hygiene Department
2016-09-21,Livestock / Poultry,Live cattle,65,(head),Mainland,Food and Environmental Hygiene Department
2016-09-21,Livestock / Poultry,Live chicken,8196,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-21,Marine fish,NA,1890,(picul),NA,Fish Marketing Organization
2016-09-21,Freshwater fish,NA,2583,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-21,Vegetables,NA,5147,(picul),NA,Vegetable Marketing Organization
2016-09-21,Vegetables,NA,11468,(picul),NA,Government Wholesale Markets
2016-09-21,Eggs,NA,56e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-22,Livestock / Poultry,Live pig,3418,(head),Mainland,Food and Environmental Hygiene Department
2016-09-22,Livestock / Poultry,Live pig,211,(head),Local,Food and Environmental Hygiene Department
2016-09-22,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2016-09-22,Livestock / Poultry,Live chicken,6902,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-22,Marine fish,NA,1694,(picul),NA,Fish Marketing Organization
2016-09-22,Freshwater fish,NA,3301,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-22,Vegetables,NA,5384,(picul),NA,Vegetable Marketing Organization
2016-09-22,Vegetables,NA,11385,(picul),NA,Government Wholesale Markets
2016-09-22,Eggs,NA,376e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-23,Livestock / Poultry,Live pig,4009,(head),Mainland,Food and Environmental Hygiene Department
2016-09-23,Livestock / Poultry,Live pig,238,(head),Local,Food and Environmental Hygiene Department
2016-09-23,Livestock / Poultry,Live cattle,57,(head),Mainland,Food and Environmental Hygiene Department
2016-09-23,Livestock / Poultry,Live chicken,11793,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-23,Marine fish,NA,2006,(picul),NA,Fish Marketing Organization
2016-09-23,Freshwater fish,NA,2629,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-23,Vegetables,NA,5162,(picul),NA,Vegetable Marketing Organization
2016-09-23,Vegetables,NA,10758,(picul),NA,Government Wholesale Markets
2016-09-23,Eggs,NA,438e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-24,Livestock / Poultry,Live pig,3445,(head),Mainland,Food and Environmental Hygiene Department
2016-09-24,Livestock / Poultry,Live pig,256,(head),Local,Food and Environmental Hygiene Department
2016-09-24,Livestock / Poultry,Live cattle,37,(head),Mainland,Food and Environmental Hygiene Department
2016-09-24,Livestock / Poultry,Live chicken,11200,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-24,Marine fish,NA,1514,(picul),NA,Fish Marketing Organization
2016-09-24,Freshwater fish,NA,2588,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-24,Vegetables,NA,4901,(picul),NA,Vegetable Marketing Organization
2016-09-24,Vegetables,NA,10692,(picul),NA,Government Wholesale Markets
2016-09-24,Eggs,NA,336e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-25,Livestock / Poultry,Live pig,4505,(head),Mainland,Food and Environmental Hygiene Department
2016-09-25,Livestock / Poultry,Live pig,275,(head),Local,Food and Environmental Hygiene Department
2016-09-25,Livestock / Poultry,Live cattle,33,(head),Mainland,Food and Environmental Hygiene Department
2016-09-25,Livestock / Poultry,Live chicken,7696,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-25,Marine fish,NA,1782,(picul),NA,Fish Marketing Organization
2016-09-25,Freshwater fish,NA,2488,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-25,Vegetables,NA,4824,(picul),NA,Vegetable Marketing Organization
2016-09-25,Vegetables,NA,8019,(picul),NA,Government Wholesale Markets
2016-09-25,Eggs,NA,28e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-26,Livestock / Poultry,Live pig,3918,(head),Mainland,Food and Environmental Hygiene Department
2016-09-26,Livestock / Poultry,Live pig,227,(head),Local,Food and Environmental Hygiene Department
2016-09-26,Livestock / Poultry,Live cattle,43,(head),Mainland,Food and Environmental Hygiene Department
2016-09-26,Livestock / Poultry,Live chicken,8090,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-26,Marine fish,NA,2042,(picul),NA,Fish Marketing Organization
2016-09-26,Freshwater fish,NA,2471,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-26,Vegetables,NA,5587,(picul),NA,Vegetable Marketing Organization
2016-09-26,Vegetables,NA,10709,(picul),NA,Government Wholesale Markets
2016-09-26,Eggs,NA,472e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-27,Livestock / Poultry,Live pig,3822,(head),Mainland,Food and Environmental Hygiene Department
2016-09-27,Livestock / Poultry,Live pig,241,(head),Local,Food and Environmental Hygiene Department
2016-09-27,Livestock / Poultry,Live cattle,41,(head),Mainland,Food and Environmental Hygiene Department
2016-09-27,Livestock / Poultry,Live chicken,8090,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-27,Marine fish,NA,1880,(picul),NA,Fish Marketing Organization
2016-09-27,Freshwater fish,NA,2598,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-27,Vegetables,NA,5590,(picul),NA,Vegetable Marketing Organization
2016-09-27,Vegetables,NA,11154,(picul),NA,Government Wholesale Markets
2016-09-27,Eggs,NA,471e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-28,Livestock / Poultry,Live pig,3851,(head),Mainland,Food and Environmental Hygiene Department
2016-09-28,Livestock / Poultry,Live pig,221,(head),Local,Food and Environmental Hygiene Department
2016-09-28,Livestock / Poultry,Live cattle,61,(head),Mainland,Food and Environmental Hygiene Department
2016-09-28,Livestock / Poultry,Live chicken,8610,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-28,Marine fish,NA,1725,(picul),NA,Fish Marketing Organization
2016-09-28,Freshwater fish,NA,2565,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-28,Vegetables,NA,5400,(picul),NA,Vegetable Marketing Organization
2016-09-28,Vegetables,NA,11336,(picul),NA,Government Wholesale Markets
2016-09-28,Eggs,NA,564e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-29,Livestock / Poultry,Live pig,3837,(head),Mainland,Food and Environmental Hygiene Department
2016-09-29,Livestock / Poultry,Live pig,202,(head),Local,Food and Environmental Hygiene Department
2016-09-29,Livestock / Poultry,Live cattle,58,(head),Mainland,Food and Environmental Hygiene Department
2016-09-29,Livestock / Poultry,Live chicken,8737,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-29,Marine fish,NA,1608,(picul),NA,Fish Marketing Organization
2016-09-29,Freshwater fish,NA,3101,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-29,Vegetables,NA,5335,(picul),NA,Vegetable Marketing Organization
2016-09-29,Vegetables,NA,11534,(picul),NA,Government Wholesale Markets
2016-09-29,Eggs,NA,512e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-09-30,Livestock / Poultry,Live pig,3655,(head),Mainland,Food and Environmental Hygiene Department
2016-09-30,Livestock / Poultry,Live pig,230,(head),Local,Food and Environmental Hygiene Department
2016-09-30,Livestock / Poultry,Live cattle,55,(head),Mainland,Food and Environmental Hygiene Department
2016-09-30,Livestock / Poultry,Live chicken,7620,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-09-30,Freshwater fish,NA,2365,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-09-30,Vegetables,NA,5086,(picul),NA,Vegetable Marketing Organization
2016-09-30,Vegetables,NA,10956,(picul),NA,Government Wholesale Markets
2016-09-30,Eggs,NA,631e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-01,Livestock / Poultry,Live pig,3269,(head),Mainland,Food and Environmental Hygiene Department
2016-10-01,Livestock / Poultry,Live pig,258,(head),Local,Food and Environmental Hygiene Department
2016-10-01,Livestock / Poultry,Live cattle,59,(head),Mainland,Food and Environmental Hygiene Department
2016-10-01,Livestock / Poultry,Live chicken,7996,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-01,Marine fish,NA,2844,(picul),NA,Fish Marketing Organization
2016-10-01,Freshwater fish,NA,2406,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-01,Vegetables,NA,4343,(picul),NA,Vegetable Marketing Organization
2016-10-01,Vegetables,NA,8811,(picul),NA,Government Wholesale Markets
2016-10-02,Livestock / Poultry,Live pig,4427,(head),Mainland,Food and Environmental Hygiene Department
2016-10-02,Livestock / Poultry,Live pig,259,(head),Local,Food and Environmental Hygiene Department
2016-10-02,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2016-10-02,Livestock / Poultry,Live chicken,10750,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-02,Marine fish,NA,2101,(picul),NA,Fish Marketing Organization
2016-10-02,Freshwater fish,NA,2406,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-02,Vegetables,NA,4816,(picul),NA,Vegetable Marketing Organization
2016-10-02,Vegetables,NA,7623,(picul),NA,Government Wholesale Markets
2016-10-03,Livestock / Poultry,Live pig,4207,(head),Mainland,Food and Environmental Hygiene Department
2016-10-03,Livestock / Poultry,Live pig,194,(head),Local,Food and Environmental Hygiene Department
2016-10-03,Livestock / Poultry,Live cattle,40,(head),Mainland,Food and Environmental Hygiene Department
2016-10-03,Livestock / Poultry,Live chicken,9442,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-03,Marine fish,NA,2005,(picul),NA,Fish Marketing Organization
2016-10-03,Freshwater fish,NA,2729,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-03,Vegetables,NA,5441,(picul),NA,Vegetable Marketing Organization
2016-10-03,Vegetables,NA,11402,(picul),NA,Government Wholesale Markets
2016-10-03,Eggs,NA,272e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-04,Livestock / Poultry,Live pig,4167,(head),Mainland,Food and Environmental Hygiene Department
2016-10-04,Livestock / Poultry,Live pig,244,(head),Local,Food and Environmental Hygiene Department
2016-10-04,Livestock / Poultry,Live cattle,80,(head),Mainland,Food and Environmental Hygiene Department
2016-10-04,Livestock / Poultry,Live chicken,8134,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-04,Marine fish,NA,1984,(picul),NA,Fish Marketing Organization
2016-10-04,Freshwater fish,NA,2485,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-04,Vegetables,NA,5643,(picul),NA,Vegetable Marketing Organization
2016-10-04,Vegetables,NA,11501,(picul),NA,Government Wholesale Markets
2016-10-04,Eggs,NA,5e6,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-05,Livestock / Poultry,Live pig,4005,(head),Mainland,Food and Environmental Hygiene Department
2016-10-05,Livestock / Poultry,Live pig,208,(head),Local,Food and Environmental Hygiene Department
2016-10-05,Livestock / Poultry,Live cattle,13,(head),Mainland,Food and Environmental Hygiene Department
2016-10-05,Livestock / Poultry,Live chicken,9790,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-05,Marine fish,NA,2192,(picul),NA,Fish Marketing Organization
2016-10-05,Freshwater fish,NA,2523,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-05,Vegetables,NA,5500,(picul),NA,Vegetable Marketing Organization
2016-10-05,Vegetables,NA,11204,(picul),NA,Government Wholesale Markets
2016-10-05,Eggs,NA,596e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-06,Livestock / Poultry,Live pig,4148,(head),Mainland,Food and Environmental Hygiene Department
2016-10-06,Livestock / Poultry,Live pig,202,(head),Local,Food and Environmental Hygiene Department
2016-10-06,Livestock / Poultry,Live cattle,68,(head),Mainland,Food and Environmental Hygiene Department
2016-10-06,Livestock / Poultry,Live chicken,9889,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-06,Marine fish,NA,1833,(picul),NA,Fish Marketing Organization
2016-10-06,Freshwater fish,NA,2599,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-06,Vegetables,NA,5421,(picul),NA,Vegetable Marketing Organization
2016-10-06,Vegetables,NA,12111,(picul),NA,Government Wholesale Markets
2016-10-06,Eggs,NA,269e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-07,Livestock / Poultry,Live pig,3754,(head),Mainland,Food and Environmental Hygiene Department
2016-10-07,Livestock / Poultry,Live pig,220,(head),Local,Food and Environmental Hygiene Department
2016-10-07,Livestock / Poultry,Live cattle,65,(head),Mainland,Food and Environmental Hygiene Department
2016-10-07,Livestock / Poultry,Live chicken,11873,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-07,Marine fish,NA,1743,(picul),NA,Fish Marketing Organization
2016-10-07,Freshwater fish,NA,2589,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-07,Vegetables,NA,5277,(picul),NA,Vegetable Marketing Organization
2016-10-07,Vegetables,NA,11897,(picul),NA,Government Wholesale Markets
2016-10-07,Eggs,NA,6e6,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-08,Livestock / Poultry,Live pig,3578,(head),Mainland,Food and Environmental Hygiene Department
2016-10-08,Livestock / Poultry,Live pig,216,(head),Local,Food and Environmental Hygiene Department
2016-10-08,Livestock / Poultry,Live cattle,30,(head),Mainland,Food and Environmental Hygiene Department
2016-10-08,Livestock / Poultry,Live chicken,13200,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-08,Freshwater fish,NA,1893,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-08,Vegetables,NA,4983,(picul),NA,Vegetable Marketing Organization
2016-10-08,Vegetables,NA,10973,(picul),NA,Government Wholesale Markets
2016-10-08,Eggs,NA,452e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-09,Livestock / Poultry,Live pig,3939,(head),Mainland,Food and Environmental Hygiene Department
2016-10-09,Livestock / Poultry,Live pig,217,(head),Local,Food and Environmental Hygiene Department
2016-10-09,Livestock / Poultry,Live cattle,40,(head),Mainland,Food and Environmental Hygiene Department
2016-10-09,Livestock / Poultry,Live chicken,9500,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-09,Marine fish,NA,2809,(picul),NA,Fish Marketing Organization
2016-10-09,Freshwater fish,NA,2393,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-09,Vegetables,NA,4402,(picul),NA,Vegetable Marketing Organization
2016-10-09,Vegetables,NA,8778,(picul),NA,Government Wholesale Markets
2016-10-10,Livestock / Poultry,Live pig,4407,(head),Mainland,Food and Environmental Hygiene Department
2016-10-10,Livestock / Poultry,Live pig,239,(head),Local,Food and Environmental Hygiene Department
2016-10-10,Livestock / Poultry,Live cattle,39,(head),Mainland,Food and Environmental Hygiene Department
2016-10-10,Livestock / Poultry,Live chicken,8546,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-10,Marine fish,NA,1639,(picul),NA,Fish Marketing Organization
2016-10-10,Freshwater fish,NA,2325,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-10,Vegetables,NA,5061,(picul),NA,Vegetable Marketing Organization
2016-10-10,Vegetables,NA,12111,(picul),NA,Government Wholesale Markets
2016-10-10,Eggs,NA,96e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-11,Livestock / Poultry,Live pig,3988,(head),Mainland,Food and Environmental Hygiene Department
2016-10-11,Livestock / Poultry,Live pig,255,(head),Local,Food and Environmental Hygiene Department
2016-10-11,Livestock / Poultry,Live cattle,53,(head),Mainland,Food and Environmental Hygiene Department
2016-10-11,Livestock / Poultry,Live chicken,9075,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-11,Marine fish,NA,1632,(picul),NA,Fish Marketing Organization
2016-10-11,Freshwater fish,NA,2567,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-11,Vegetables,NA,5505,(picul),NA,Vegetable Marketing Organization
2016-10-11,Vegetables,NA,11385,(picul),NA,Government Wholesale Markets
2016-10-11,Eggs,NA,736e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-12,Livestock / Poultry,Live pig,4121,(head),Mainland,Food and Environmental Hygiene Department
2016-10-12,Livestock / Poultry,Live pig,214,(head),Local,Food and Environmental Hygiene Department
2016-10-12,Livestock / Poultry,Live cattle,18,(head),Mainland,Food and Environmental Hygiene Department
2016-10-12,Livestock / Poultry,Live chicken,8400,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-12,Marine fish,NA,1641,(picul),NA,Fish Marketing Organization
2016-10-12,Freshwater fish,NA,2424,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-12,Vegetables,NA,5226,(picul),NA,Vegetable Marketing Organization
2016-10-12,Vegetables,NA,11765,(picul),NA,Government Wholesale Markets
2016-10-12,Eggs,NA,372e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-13,Livestock / Poultry,Live pig,4155,(head),Mainland,Food and Environmental Hygiene Department
2016-10-13,Livestock / Poultry,Live pig,234,(head),Local,Food and Environmental Hygiene Department
2016-10-13,Livestock / Poultry,Live cattle,76,(head),Mainland,Food and Environmental Hygiene Department
2016-10-13,Livestock / Poultry,Live chicken,8037,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-13,Marine fish,NA,1186,(picul),NA,Fish Marketing Organization
2016-10-13,Freshwater fish,NA,2569,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-13,Vegetables,NA,5057,(picul),NA,Vegetable Marketing Organization
2016-10-13,Vegetables,NA,11682,(picul),NA,Government Wholesale Markets
2016-10-13,Eggs,NA,34e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-14,Livestock / Poultry,Live pig,3918,(head),Mainland,Food and Environmental Hygiene Department
2016-10-14,Livestock / Poultry,Live pig,224,(head),Local,Food and Environmental Hygiene Department
2016-10-14,Livestock / Poultry,Live cattle,54,(head),Mainland,Food and Environmental Hygiene Department
2016-10-14,Livestock / Poultry,Live chicken,8900,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-14,Marine fish,NA,1314,(picul),NA,Fish Marketing Organization
2016-10-14,Freshwater fish,NA,2539,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-14,Vegetables,NA,5055,(picul),NA,Vegetable Marketing Organization
2016-10-14,Vegetables,NA,10940,(picul),NA,Government Wholesale Markets
2016-10-14,Eggs,NA,52e5,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-15,Livestock / Poultry,Live pig,3084,(head),Mainland,Food and Environmental Hygiene Department
2016-10-15,Livestock / Poultry,Live pig,206,(head),Local,Food and Environmental Hygiene Department
2016-10-15,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
2016-10-15,Livestock / Poultry,Live chicken,8900,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-15,Marine fish,NA,1264,(picul),NA,Fish Marketing Organization
2016-10-15,Freshwater fish,NA,2863,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-15,Vegetables,NA,5078,(picul),NA,Vegetable Marketing Organization
2016-10-15,Vegetables,NA,10478,(picul),NA,Government Wholesale Markets
2016-10-15,Eggs,NA,504e4,(nos),NA,Government Cheung Sha Wan and Western Wholesale Markets
2016-10-16,Livestock / Poultry,Live pig,4273,(head),Mainland,Food and Environmental Hygiene Department
2016-10-16,Livestock / Poultry,Live pig,262,(head),Local,Food and Environmental Hygiene Department
2016-10-16,Livestock / Poultry,Live cattle,17,(head),Mainland,Food and Environmental Hygiene Department
2016-10-16,Livestock / Poultry,Live chicken,10340,(bird),Local,Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-10-16,Marine fish,NA,1667,(picul),NA,Fish Marketing Organization
2016-10-16,Freshwater fish,NA,2416,(picul),NA,Government Cheung Sha Wan and Western Wholesale Food Markets and the private Yuen Long Freshwater Fish Market
2016-10-16,Vegetables,NA,5052,(picul),NA,Vegetable Marketing Organization
2016-10-16,Vegetables,NA,8168,(picul),NA,Government Wholesale Markets
2016-10-17,Livestock / Poultry,Live pig,4073,(head),Mainland,Food and Environmental Hygiene Department
2016-10-17,Livestock / Poultry,Live pig,268,(head),Local,Food and Environmental Hygiene Department
2016-10-17,Livestock / Poultry,Live cattle,63,(head),Mainland,Food and Environmental Hygiene Department
