date_morning,food_category,food_item,price_morning,unit,food_origin,provided_by
2016-03-30,Vegetables,Chinese Kale,17.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,European Celery,9.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Potato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Spinach,8.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Water Cress,9.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Broccoli,15.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Green Cabbage,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Vegetables,Pea Shoot,36.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-30,Eggs,Brown-shelled egg (medium) Mainland,0.76,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-30,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-31,Livestock / Poultry,Live pig,1697,($ / Picul),NA,Slaughterhouses
2016-03-31,Livestock / Poultry,Live cattle,4259,($ / Picul),NA,Ng Fung Hong
2016-03-31,Livestock / Poultry,Live chicken,38,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-03-31,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Horse head,39,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Big eyes,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Scads,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Breams,53,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Mackerel,44,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Marine fish,Filefish,29,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-03-31,Freshwater fish,Grass carp,15.9,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-31,Freshwater fish,Big head,15.8,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-31,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-31,Vegetables,Flowering Cabbage,13.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,White Cabbage,6.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Chinese Lettuce,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Chrysanthemum Garland,14.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Chinese Kale,19.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,European Celery,9.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Potato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Spinach,8.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Water Cress,8.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Broccoli,15.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Green Cabbage,5.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Vegetables,Pea Shoot,33,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-03-31,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-03-31,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Livestock / Poultry,Live pig,1678,($ / Picul),NA,Slaughterhouses
2016-04-01,Livestock / Poultry,Live chicken,38.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-01,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Horse head,40,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Big eyes,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Scads,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Breams,54,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Freshwater fish,Grass carp,16.5,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Freshwater fish,Mud carp,19.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Vegetables,Flowering Cabbage,10.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,White Cabbage,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chinese Lettuce,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chrysanthemum Garland,12.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chinese Kale,17.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,European Celery,9.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Potato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Spinach,8.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Water Cress,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Broccoli,15.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Green Cabbage,5.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Pea Shoot,29.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-02,Livestock / Poultry,Live pig,1681,($ / Picul),NA,Slaughterhouses
2016-04-02,Livestock / Poultry,Live chicken,38.2,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-02,Marine fish,Golden thread,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Horse head,39,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Big eyes,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Breams,54,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Mackerel,44,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-02,Freshwater fish,Grass carp,16.8,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-02,Freshwater fish,Big head,16.9,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-02,Freshwater fish,Mud carp,18.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-02,Vegetables,Flowering Cabbage,7.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,White Cabbage,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Chinese Lettuce,4.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Chrysanthemum Garland,8.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Chinese Kale,16.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,European Celery,9.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Potato,4.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Spinach,8.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Water Cress,7.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Broccoli,16,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Green Cabbage,5.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Tomato,6.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Vegetables,Pea Shoot,24.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-02,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-02,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-03,Livestock / Poultry,Live pig,1684,($ / Picul),NA,Slaughterhouses
2016-04-03,Livestock / Poultry,Live chicken,37.6,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-03,Freshwater fish,Grass carp,15.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-03,Freshwater fish,Big head,16.2,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-03,Freshwater fish,Mud carp,19.3,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-03,Vegetables,Flowering Cabbage,5.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,White Cabbage,7.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Chinese Lettuce,4.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Chrysanthemum Garland,7.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Chinese Kale,17.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,European Celery,7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Potato,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Spinach,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Water Cress,6.3,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Broccoli,15.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Green Cabbage,5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Vegetables,Pea Shoot,22,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-03,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-03,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Livestock / Poultry,Live pig,1678,($ / Picul),NA,Slaughterhouses
2016-04-01,Livestock / Poultry,Live chicken,38.3,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-01,Marine fish,Golden thread,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Horse head,40,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Big eyes,49,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Scads,16,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Breams,54,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Mackerel,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Marine fish,Filefish,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-01,Freshwater fish,Grass carp,16.5,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Freshwater fish,Mud carp,19.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Vegetables,Flowering Cabbage,10.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,White Cabbage,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chinese Lettuce,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chrysanthemum Garland,12.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Chinese Kale,17.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,European Celery,9.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Potato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Spinach,8.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Water Cress,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Broccoli,15.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Green Cabbage,5.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Vegetables,Pea Shoot,29.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-01,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-01,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-06,Livestock / Poultry,Live pig,1709,($ / Picul),NA,Slaughterhouses
2016-04-06,Livestock / Poultry,Live cattle,4150,($ / Picul),NA,Ng Fung Hong
2016-04-06,Livestock / Poultry,Live chicken,36.1,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-06,Marine fish,Golden thread,46,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Horse head,38,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Big eyes,48,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Breams,51,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Mackerel,43,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Marine fish,Filefish,29,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-06,Freshwater fish,Grass carp,15.6,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-06,Freshwater fish,Big head,16.1,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-06,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-06,Vegetables,Flowering Cabbage,5.8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,White Cabbage,8.2,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Chinese Lettuce,3.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Chrysanthemum Garland,4.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Chinese Kale,11.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,European Celery,9.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Potato,4.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Spinach,8,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Water Cress,5.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Broccoli,14,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Green Cabbage,5.1,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Tomato,6.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Vegetables,Pea Shoot,22.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-06,Eggs,Brown-shelled egg (medium) Mainland,0.75,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-06,Eggs,Brown-shelled egg (medium) USA,0.87,($ / Egg),NA,Major wholesalers of the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-07,Livestock / Poultry,Live pig,1693,($ / Picul),NA,Slaughterhouses
2016-04-07,Livestock / Poultry,Live cattle,4193,($ / Picul),NA,Ng Fung Hong
2016-04-07,Livestock / Poultry,Live chicken,36.7,($ / Catty),Local,Major wholesalers at the Government Cheung Sha Wan Temporary Wholesale Poultry Market
2016-04-07,Marine fish,Golden thread,45,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Horse head,37,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Yellow croaker,30,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Big eyes,47,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Scads,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Breams,50,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Hairtail,33,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Mackerel,43,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Croakers,15,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Marine fish,Filefish,29,($ / Catty),NA,Major wholesalers at the Fish Marketing Organization Cheung Sha Wan Fish Market
2016-04-07,Freshwater fish,Grass carp,15.4,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-07,Freshwater fish,Big head,15.9,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-07,Freshwater fish,Mud carp,19,($ / Catty),NA,Major wholesalers at the Government Cheung Sha Wan and Western Wholesale Food Markets
2016-04-07,Vegetables,Flowering Cabbage,5.9,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,White Cabbage,7.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,Chinese Lettuce,3.6,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,Chrysanthemum Garland,4.4,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,Chinese Kale,11.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,European Celery,9.5,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
2016-04-07,Vegetables,Potato,4.7,($ / Catty),NA,Vegetable Marketing Organization Cheung Sha Wan Wholesale Vegetable Market
